CompoundName,CleanName,CompoundID,LipidABV,Formula,Mass,RT,LargerLipidGroup.ABV,LargerLipidGroup,LIPIDClass_CommonName,LipidClass_LIPID_MAPS,LIPID_MAPS
Cer_ADS d17:0_16:0,Cer ADS d17:0 16:0,Cer_ADS.d17:0_16:0__Np,Cer_ADS,C33 H67 N O4,541.5072,7.85,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d18:0_16:0,Cer ADS d18:0 16:0,Cer_ADS.d18:0_16:0__Np,Cer_ADS,C34 H69 N O4,555.5229,8.33,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d18:0_16:0,Cer ADS d18:0 16:0,Cer_ADS.d18:0_16:0__Np,Cer_ADS,C34 H69 N O4,555.5229,8.32,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d18:0_16:0,Cer ADS d18:0 16:0,Cer_ADS.d18:0_16:0__Np,Cer_ADS,C34 H69 N O4,555.5229,8.33,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d18:0_16:0,Cer ADS d18:0 16:0,Cer_ADS.d18:0_16:0__Np,Cer_ADS,C34 H69 N O4,555.5229,8.32,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d18:0_25:0,Cer ADS d18:0 25:0,Cer_ADS.d18:0_25:0__Np,Cer_ADS,C43 H87 N O4,681.6631,11.24,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d19:0_16:0,Cer ADS d19:0 16:0,Cer_ADS.d19:0_16:0__Np,Cer_ADS,C35 H71 N O4,569.5382,8.83,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d19:0_16:0,Cer ADS d19:0 16:0,Cer_ADS.d19:0_16:0__Np,Cer_ADS,C35 H71 N O4,569.5382,8.62,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d19:0_16:0,Cer ADS d19:0 16:0,Cer_ADS.d19:0_16:0__Np,Cer_ADS,C35 H71 N O4,569.5382,8.83,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d19:0_16:0,Cer ADS d19:0 16:0,Cer_ADS.d19:0_16:0__Np,Cer_ADS,C35 H71 N O4,569.5382,8.62,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d19:0_26:0,Cer ADS d19:0 26:0,Cer_ADS.d19:0_26:0__Np,Cer_ADS,C45 H91 N O4,709.6948,12.76,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d19:0_29:0,Cer ADS d19:0 29:0,Cer_ADS.d19:0_29:0__Np,Cer_ADS,C48 H97 N O4,751.7409,12.93,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d20:0_22:0,Cer ADS d20:0 22:0,Cer_ADS.d20:0_22:0__Np,Cer_ADS,C42 H85 N O4,667.6475,10.86,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d20:0_24:0,Cer ADS d20:0 24:0,Cer_ADS.d20:0_24:0__Np,Cer_ADS,C44 H89 N O4,695.6786,11.63,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d21:0_18:0,Cer ADS d21:0 18:0,Cer_ADS.d21:0_18:0__Np,Cer_ADS,C39 H79 N O4,625.6006,9.59,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d22:0_14:0,Cer ADS d22:0 14:0,Cer_ADS.d22:0_14:0__Np,Cer_ADS,C36 H73 N O4,583.5538,7.65,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d22:0_14:0,Cer ADS d22:0 14:0,Cer_ADS.d22:0_14:0__Np,Cer_ADS,C36 H73 N O4,583.5537,8.17,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d22:0_14:0,Cer ADS d22:0 14:0,Cer_ADS.d22:0_14:0__Np,Cer_ADS,C36 H73 N O4,583.5538,7.65,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d22:0_14:0,Cer ADS d22:0 14:0,Cer_ADS.d22:0_14:0__Np,Cer_ADS,C36 H73 N O4,583.5537,8.17,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d22:0_16:0,Cer ADS d22:0 16:0,Cer_ADS.d22:0_16:0__Np,Cer_ADS,C38 H77 N O4,611.5854,10.16,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d23:0_13:0,Cer ADS d23:0 13:0,Cer_ADS.d23:0_13:0__Np,Cer_ADS,C36 H73 N O4,583.5539,8.77,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d26:0_13:0,Cer ADS d26:0 13:0,Cer_ADS.d26:0_13:0__Np,Cer_ADS,C39 H79 N O4,625.6005,9.61,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d26:0_15:1,Cer ADS d26:0 15:1,Cer_ADS.d26:0_15:1__Np,Cer_ADS,C41 H81 N O4,651.616,9.75,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d30:0,Cer ADS d30:0,Cer_ADS.d30:0__Np,Cer_ADS,C30 H61 N O4,499.46,6.34,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d30:0_21:0,Cer ADS d30:0 21:0,Cer_ADS.d30:0_21:0__Np,Cer_ADS,C51 H103 N O4,793.7884,14.09,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d30:0_22:1,Cer ADS d30:0 22:1,Cer_ADS.d30:0_22:1__Np,Cer_ADS,C52 H103 N O4,805.7883,13.77,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d31:0,Cer ADS d31:0,Cer_ADS.d31:0__Np,Cer_ADS,C31 H63 N O4,513.4759,6.84,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d31:0,Cer ADS d31:0,Cer_ADS.d31:0__Np,Cer_ADS,C31 H63 N O4,513.4759,6.84,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d31:0_1,Cer ADS d31:0,Cer_ADS.d31:0_1__Np,Cer_ADS,C31 H63 N O4,513.4759,6.84,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d32:0,Cer ADS d32:0,Cer_ADS.d32:0__Np,Cer_ADS,C32 H65 N O4,527.4915,7.34,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d32:0,Cer ADS d32:0,Cer_ADS.d32:0__Np,Cer_ADS,C32 H65 N O4,527.4911,6.8,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d32:0,Cer ADS d32:0,Cer_ADS.d32:0__Np,Cer_ADS,C32 H65 N O4,527.4915,7.34,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d32:0,Cer ADS d32:0,Cer_ADS.d32:0__Np,Cer_ADS,C32 H65 N O4,527.4911,6.8,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d32:1,Cer ADS d32:1,Cer_ADS.d32:1__Np,Cer_ADS,C32 H63 N O4,525.4762,6.88,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d33:0,Cer ADS d33:0,Cer_ADS.d33:0__Np,Cer_ADS,C33 H67 N O4,541.5074,7.87,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d33:1,Cer ADS d33:1,Cer_ADS.d33:1__Np,Cer_ADS,C33 H65 N O4,539.4918,7.42,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d34:1,Cer ADS d34:1,Cer_ADS.d34:1__Np,Cer_ADS,C34 H67 N O4,553.5074,7.92,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d36:0,Cer ADS d36:0,Cer_ADS.d36:0__Np,Cer_ADS,C36 H73 N O4,583.5542,9.26,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d36:0,Cer ADS d36:0,Cer_ADS.d36:0__Np,Cer_ADS,C36 H73 N O4,583.5543,9.25,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d36:0,Cer ADS d36:0,Cer_ADS.d36:0__Np,Cer_ADS,C36 H73 N O4,583.5542,9.26,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d36:0,Cer ADS d36:0,Cer_ADS.d36:0__Np,Cer_ADS,C36 H73 N O4,583.5543,9.25,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d37:0,Cer ADS d37:0,Cer_ADS.d37:0__Np,Cer_ADS,C37 H75 N O4,597.5697,9.75,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d37:0,Cer ADS d37:0,Cer_ADS.d37:0__Np,Cer_ADS,C37 H75 N O4,597.5696,9.22,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d37:0,Cer ADS d37:0,Cer_ADS.d37:0__Np,Cer_ADS,C37 H75 N O4,597.5697,9.72,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d37:0,Cer ADS d37:0,Cer_ADS.d37:0__Np,Cer_ADS,C37 H75 N O4,597.5692,8.68,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d37:0,Cer ADS d37:0,Cer_ADS.d37:0__Np,Cer_ADS,C37 H75 N O4,597.5697,9.75,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d37:0,Cer ADS d37:0,Cer_ADS.d37:0__Np,Cer_ADS,C37 H75 N O4,597.5696,9.22,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d37:0,Cer ADS d37:0,Cer_ADS.d37:0__Np,Cer_ADS,C37 H75 N O4,597.5697,9.72,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d37:0,Cer ADS d37:0,Cer_ADS.d37:0__Np,Cer_ADS,C37 H75 N O4,597.5692,8.68,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d37:0_1,Cer ADS d37:0,Cer_ADS.d37:0_1__Np,Cer_ADS,C37 H75 N O4,597.5692,8.68,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d37:0_2,Cer ADS d37:0,Cer_ADS.d37:0_2__Np,Cer_ADS,C37 H75 N O4,597.5692,8.68,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d38:0,Cer ADS d38:0,Cer_ADS.d38:0__Np,Cer_ADS,C38 H77 N O4,611.5854,10.14,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d38:0,Cer ADS d38:0,Cer_ADS.d38:0__Np,Cer_ADS,C38 H77 N O4,611.5853,9.7,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d38:0,Cer ADS d38:0,Cer_ADS.d38:0__Np,Cer_ADS,C38 H77 N O4,611.5849,9.12,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d38:0,Cer ADS d38:0,Cer_ADS.d38:0__Np,Cer_ADS,C38 H77 N O4,611.5849,9.13,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d38:0,Cer ADS d38:0,Cer_ADS.d38:0__Np,Cer_ADS,C38 H77 N O4,611.5854,10.14,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d38:0,Cer ADS d38:0,Cer_ADS.d38:0__Np,Cer_ADS,C38 H77 N O4,611.5853,9.7,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d38:0,Cer ADS d38:0,Cer_ADS.d38:0__Np,Cer_ADS,C38 H77 N O4,611.5849,9.12,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d38:0,Cer ADS d38:0,Cer_ADS.d38:0__Np,Cer_ADS,C38 H77 N O4,611.5849,9.13,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d38:0_1,Cer ADS d38:0,Cer_ADS.d38:0_1__Np,Cer_ADS,C38 H77 N O4,611.5849,9.13,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d38:0_1,Cer ADS d38:0,Cer_ADS.d38:0_1__Np,Cer_ADS,C38 H77 N O4,611.5849,9.13,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d38:1,Cer ADS d38:1,Cer_ADS.d38:1__Np,Cer_ADS,C38 H75 N O4,609.5695,9.8,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d39:0,Cer ADS d39:0,Cer_ADS.d39:0__Np,Cer_ADS,C39 H79 N O4,625.6009,10.11,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d39:0,Cer ADS d39:0,Cer_ADS.d39:0__Np,Cer_ADS,C39 H79 N O4,625.6009,10.09,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d39:0,Cer ADS d39:0,Cer_ADS.d39:0__Np,Cer_ADS,C39 H79 N O4,625.601,10.59,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d39:0,Cer ADS d39:0,Cer_ADS.d39:0__Np,Cer_ADS,C39 H79 N O4,625.6009,10.11,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d39:0,Cer ADS d39:0,Cer_ADS.d39:0__Np,Cer_ADS,C39 H79 N O4,625.6009,10.09,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d39:0,Cer ADS d39:0,Cer_ADS.d39:0__Np,Cer_ADS,C39 H79 N O4,625.601,10.59,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d39:0_1,Cer ADS d39:0,Cer_ADS.d39:0_1__Np,Cer_ADS,C39 H79 N O4,625.601,10.59,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d40:0,Cer ADS d40:0,Cer_ADS.d40:0__Np,Cer_ADS,C40 H81 N O4,639.6166,10.53,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d40:0,Cer ADS d40:0,Cer_ADS.d40:0__Np,Cer_ADS,C40 H81 N O4,639.6166,10.55,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d40:0,Cer ADS d40:0,Cer_ADS.d40:0__Np,Cer_ADS,C40 H81 N O4,639.6168,10.98,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d40:0,Cer ADS d40:0,Cer_ADS.d40:0__Np,Cer_ADS,C40 H81 N O4,639.6166,10.53,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d40:0,Cer ADS d40:0,Cer_ADS.d40:0__Np,Cer_ADS,C40 H81 N O4,639.6166,10.55,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d40:0,Cer ADS d40:0,Cer_ADS.d40:0__Np,Cer_ADS,C40 H81 N O4,639.6168,10.98,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d40:0_1,Cer ADS d40:0,Cer_ADS.d40:0_1__Np,Cer_ADS,C40 H81 N O4,639.6168,10.98,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d40:1,Cer ADS d40:1,Cer_ADS.d40:1__Np,Cer_ADS,C40 H79 N O4,637.6007,10.63,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d40:1,Cer ADS d40:1,Cer_ADS.d40:1__Np,Cer_ADS,C40 H79 N O4,637.6008,9.7,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d40:1_1,Cer ADS d40:1,Cer_ADS.d40:1_1__Np,Cer_ADS,C40 H79 N O4,637.6008,9.7,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d41:0,Cer ADS d41:0,Cer_ADS.d41:0__Np,Cer_ADS,C41 H83 N O4,653.6317,10.49,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d41:0,Cer ADS d41:0,Cer_ADS.d41:0__Np,Cer_ADS,C41 H83 N O4,653.6318,10.46,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d41:0,Cer ADS d41:0,Cer_ADS.d41:0__Np,Cer_ADS,C41 H83 N O4,653.6321,10.92,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d41:0,Cer ADS d41:0,Cer_ADS.d41:0__Np,Cer_ADS,C41 H83 N O4,653.6321,10.94,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d41:0,Cer ADS d41:0,Cer_ADS.d41:0__Np,Cer_ADS,C41 H83 N O4,653.6323,11.38,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d41:0,Cer ADS d41:0,Cer_ADS.d41:0__Np,Cer_ADS,C41 H83 N O4,653.6317,10.49,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d41:0,Cer ADS d41:0,Cer_ADS.d41:0__Np,Cer_ADS,C41 H83 N O4,653.6318,10.46,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d41:0,Cer ADS d41:0,Cer_ADS.d41:0__Np,Cer_ADS,C41 H83 N O4,653.6321,10.92,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d41:0,Cer ADS d41:0,Cer_ADS.d41:0__Np,Cer_ADS,C41 H83 N O4,653.6321,10.94,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d41:0,Cer ADS d41:0,Cer_ADS.d41:0__Np,Cer_ADS,C41 H83 N O4,653.6323,11.38,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d41:0_1,Cer ADS d41:0,Cer_ADS.d41:0_1__Np,Cer_ADS,C41 H83 N O4,653.6323,11.38,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d41:0_1,Cer ADS d41:0,Cer_ADS.d41:0_1__Np,Cer_ADS,C41 H83 N O4,653.6323,11.38,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d41:0_2,Cer ADS d41:0,Cer_ADS.d41:0_2__Np,Cer_ADS,C41 H83 N O4,653.6323,11.38,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d41:1,Cer ADS d41:1,Cer_ADS.d41:1__Np,Cer_ADS,C41 H81 N O4,651.6163,11.04,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d41:1,Cer ADS d41:1,Cer_ADS.d41:1__Np,Cer_ADS,C41 H81 N O4,651.6162,11.06,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d41:1,Cer ADS d41:1,Cer_ADS.d41:1__Np,Cer_ADS,C41 H81 N O4,651.6163,11.04,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d41:1,Cer ADS d41:1,Cer_ADS.d41:1__Np,Cer_ADS,C41 H81 N O4,651.6162,11.06,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d42:0,Cer ADS d42:0,Cer_ADS.d42:0__Np,Cer_ADS,C42 H85 N O4,667.6479,11.35,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d42:0,Cer ADS d42:0,Cer_ADS.d42:0__Np,Cer_ADS,C42 H85 N O4,667.6481,11.74,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d42:0,Cer ADS d42:0,Cer_ADS.d42:0__Np,Cer_ADS,C42 H85 N O4,667.6478,11.33,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d42:0,Cer ADS d42:0,Cer_ADS.d42:0__Np,Cer_ADS,C42 H85 N O4,667.6475,10.85,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d42:0,Cer ADS d42:0,Cer_ADS.d42:0__Np,Cer_ADS,C42 H85 N O4,667.6479,11.35,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d42:0,Cer ADS d42:0,Cer_ADS.d42:0__Np,Cer_ADS,C42 H85 N O4,667.6481,11.74,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d42:0,Cer ADS d42:0,Cer_ADS.d42:0__Np,Cer_ADS,C42 H85 N O4,667.6478,11.33,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d42:0,Cer ADS d42:0,Cer_ADS.d42:0__Np,Cer_ADS,C42 H85 N O4,667.6475,10.85,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d42:0_1,Cer ADS d42:0,Cer_ADS.d42:0_1__Np,Cer_ADS,C42 H85 N O4,667.6475,10.85,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d42:0_2,Cer ADS d42:0,Cer_ADS.d42:0_2__Np,Cer_ADS,C42 H85 N O4,667.6475,10.85,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d42:1,Cer ADS d42:1,Cer_ADS.d42:1__Np,Cer_ADS,C42 H83 N O4,665.6321,10.55,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d42:1,Cer ADS d42:1,Cer_ADS.d42:1__Np,Cer_ADS,C42 H83 N O4,665.6319,10.08,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d42:1,Cer ADS d42:1,Cer_ADS.d42:1__Np,Cer_ADS,C42 H83 N O4,665.6322,10.53,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d42:1,Cer ADS d42:1,Cer_ADS.d42:1__Np,Cer_ADS,C42 H83 N O4,665.6321,10.55,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d42:1,Cer ADS d42:1,Cer_ADS.d42:1__Np,Cer_ADS,C42 H83 N O4,665.6319,10.08,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d42:1,Cer ADS d42:1,Cer_ADS.d42:1__Np,Cer_ADS,C42 H83 N O4,665.6322,10.53,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d42:1_1,Cer ADS d42:1,Cer_ADS.d42:1_1__Np,Cer_ADS,C42 H83 N O4,665.6322,10.53,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d43:0,Cer ADS d43:0,Cer_ADS.d43:0__Np,Cer_ADS,C43 H87 N O4,681.6631,11.28,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d44:0,Cer ADS d44:0,Cer_ADS.d44:0__Np,Cer_ADS,C44 H89 N O4,695.6794,12.45,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d44:0,Cer ADS d44:0,Cer_ADS.d44:0__Np,Cer_ADS,C44 H89 N O4,695.6791,12.07,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d44:0,Cer ADS d44:0,Cer_ADS.d44:0__Np,Cer_ADS,C44 H89 N O4,695.6791,12.06,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d44:0,Cer ADS d44:0,Cer_ADS.d44:0__Np,Cer_ADS,C44 H89 N O4,695.6794,12.45,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
Cer_ADS d44:0,Cer ADS d44:0,Cer_ADS.d44:0__Np,Cer_ADS,C44 H89 N O4,695.6791,12.07,Sphingolipids ,SP,Ceramides,Ceramide α-hydroxy fatty acid-dihydrosphingosine,
